latitude,longitude,krill_greenweight_kg,krill_greenweight_kg_log
-53,-11,,
-53,-9,,
-53,-7,,
-53,-5,,
-53,-3,,
-53,-1,,
-53,1,,
-53,3,,
-53,5,,
-53,7,,
-53,9,,
-53,11,,
-53,13,,
-53,15,,
-53,17,,
-53,19,,
-53,21,,
-53,23,,
-53,25,,
-53,27,,
-53,29,,
-53,31,,
-53,33,,
-53,35,,
-53,37,,
-53,39,,
-53,41,,
-53,43,,
-53,45,,
-53,47,,
-53,49,,
-53,51,,
-53,53,,
-53,55,,
-53,57,,
-53,59,,
-53,61,,
-53,63,,
-53,65,,
-53,67,,
-53,69,,
-53,71,,
-53,73,,
-53,75,,
-53,77,,
-53,79,,
-53,81,,
-53,83,,
-53,85,,
-53,87,,
-53,89,,
-53,91,,
-53,93,,
-53,95,,
-53,97,,
-53,99,,
-53,101,,
-53,103,,
-53,105,,
-53,107,,
-53,109,,
-53,111,,
-53,113,,
-53,115,,
-53,117,,
-53,119,,
-53,121,,
-53,123,,
-53,125,,
-53,127,,
-53,129,,
-53,131,,
-53,133,,
-53,135,,
-53,137,,
-53,139,,
-53,141,,
-53,143,,
-53,145,,
-53,147,,
-53,149,,
-53,151,,
-53,153,,
-53,155,,
-53,157,,
-53,159,,
-53,161,,
-53,163,,
-53,165,,
-53,167,,
-53,169,,
-53,171,,
-53,173,,
-53,175,,
-53,177,,
-53,179,,
-51,-179,,
-51,-177,,
-51,-175,,
-51,-173,,
-51,-171,,
-51,-169,,
-51,-167,,
-51,-165,,
-51,-163,,
-51,-161,,
-51,-159,,
-51,-157,,
-51,-155,,
-51,-153,,
-51,-151,,
-51,-149,,
-51,-147,,
-51,-145,,
-51,-143,,
-51,-141,,
-51,-139,,
-51,-137,,
-51,-135,,
-51,-133,,
-51,-131,,
-51,-129,,
-51,-127,,
-51,-125,,
-51,-123,,
-51,-121,,
-51,-119,,
-51,-117,,
-51,-115,,
-51,-113,,
-51,-111,,
-51,-109,,
-51,-107,,
-51,-105,,
-51,-103,,
-51,-101,,
-51,-99,,
-51,-97,,
-51,-95,,
-51,-93,,
-51,-91,,
-51,-89,,
-51,-87,,
-51,-85,,
-51,-83,,
-51,-81,,
-51,-79,,
-51,-77,,
-51,-75,,
-51,-73,,
-51,-71,,
-51,-69,,
-51,-67,,
-51,-65,,
-51,-63,,
-51,-61,,
-51,-59,,
-51,-57,,
-51,-55,,
-51,-53,,
-51,-51,,
-51,-49,,
-51,-47,,
-51,-45,,
-51,-43,,
-51,-41,,
-51,-39,,
-51,-37,,
-51,-35,,
-51,-33,,
-51,-31,,
-51,-29,,
-51,-27,,
-51,-25,,
-51,-23,,
-51,-21,,
-51,-19,,
-51,-17,,
-51,-15,,
-51,-13,,
-51,-11,,
-51,-9,,
-51,-7,,
-51,-5,,
-51,-3,,
-51,-1,,
-51,1,,
-51,3,,
-51,5,,
-51,7,,
-51,9,,
-51,11,,
-51,13,,
-51,15,,
-51,17,,
-51,19,,
-51,21,,
-51,23,,
-51,25,,
-51,27,,
-51,29,,
-51,31,,
-51,33,,
-51,35,,
-51,37,,
-51,39,,
-51,41,,
-51,43,,
-51,45,,
-51,47,,
-51,49,,
-51,51,,
-51,53,,
-51,55,,
-51,57,,
-51,59,,
-51,61,,
-51,63,,
-51,65,,
-51,67,,
-51,69,,
-51,71,,
-51,73,,
-51,75,,
-51,77,,
-51,79,,
-51,81,,
-51,83,,
-51,85,,
-51,87,,
-51,89,,
-51,91,,
-51,93,,
-51,95,,
-51,97,,
-51,99,,
-51,101,,
-51,103,,
-51,105,,
-51,107,,
-51,109,,
-51,111,,
-51,113,,
-51,115,,
-51,117,,
-51,119,,
-51,121,,
-51,123,,
-51,125,,
-51,127,,
-51,129,,
-51,131,,
-51,133,,
-51,135,,
-51,137,,
-51,139,,
-51,141,,
-51,143,,
-51,145,,
-51,147,,
-51,149,,
-51,151,,
-51,153,,
-51,155,,
-51,157,,
-51,159,,
-51,161,,
-51,163,,
-51,165,,
-51,167,,
-51,169,,
-51,171,,
-51,173,,
-51,175,,
-51,177,,
-51,179,,
