latitude,longitude,label_grid,mean_seq_time,Upper_tiertile_seq,krill_adult_log,Upper_tiertile_krill,Zone_type
-71,47,0.0,,,,,
-71,49,0.0,,,,,
-71,51,0.0,,,,,
-71,53,0.0,,,,,
-71,55,0.0,,,,,
-71,57,0.0,,,,,
-71,59,0.0,,,,,
-71,61,0.0,,,,,
-71,63,0.0,,,,,
-71,65,0.0,,,,,
-71,67,0.0,,,,,
-71,69,0.0,,,,,
-71,71,0.0,,,,,
-71,73,0.0,,,,,
-71,75,0.0,,,,,
-71,77,0.0,,,,,
-71,79,0.0,,,,,
-71,81,0.0,,,,,
-71,83,0.0,,,,,
-71,85,0.0,,,,,
-71,87,0.0,,,,,
-71,89,0.0,,,,,
-71,91,0.0,,,,,
-71,93,0.0,,,,,
-71,95,0.0,,,,,
-71,97,0.0,,,,,
-71,99,0.0,,,,,
-71,101,0.0,,,,,
-71,103,0.0,,,,,
-71,105,0.0,,,,,
-71,107,0.0,,,,,
-71,109,0.0,,,,,
-71,111,0.0,,,,,
-71,113,0.0,,,,,
-71,115,0.0,,,,,
-71,117,0.0,,,,,
-71,119,0.0,,,,,
-71,121,0.0,,,,,
-71,123,0.0,,,,,
-71,125,0.0,,,,,
-71,127,0.0,,,,,
-71,129,0.0,,,,,
-71,131,0.0,,,,,
-71,133,0.0,,,,,
-71,135,0.0,,,,,
-71,137,0.0,,,,,
-71,139,0.0,,,,,
-71,141,0.0,,,,,
-71,143,0.0,,,,,
-71,145,0.0,,,,,
-71,147,0.0,,,,,
-71,149,0.0,,,,,
-71,151,0.0,,,,,
-71,153,0.0,,,,,
-71,155,0.0,,,,,
-71,157,0.0,,,,,
-71,159,0.0,,,,,
-71,161,0.0,,,,,
-71,163,0.0,,,,,
-71,165,0.0,,,,,
-71,167,0.0,,,,,
-71,169,0.0,,,,,
-71,171,0.0,665.6974091503854,1.0,1.85983,1.0,3.0
-71,173,0.0,772.6903439388657,1.0,1.64521,1.0,3.0
-71,175,0.0,568.4761801892815,1.0,1.56869,0.0,1.0
-71,177,0.0,750.2563982750722,1.0,1.44382,0.0,1.0
-71,179,0.0,,,,,
-69,-179,0.0,626.0666865552483,1.0,1.54654,0.0,1.0
-69,-177,0.0,509.77885198495954,1.0,1.5444,0.0,1.0
-69,-175,0.0,490.104390642476,1.0,1.46196,0.0,1.0
-69,-173,0.0,566.4800392504819,1.0,1.41983,0.0,1.0
-69,-171,0.0,565.4000035390536,1.0,1.32173,0.0,1.0
-69,-169,0.0,492.27012183739726,1.0,1.20485,0.0,1.0
-69,-167,0.0,490.55793216152165,1.0,1.13217,0.0,1.0
-69,-165,0.0,560.6748631944397,1.0,1.13186,0.0,1.0
-69,-163,0.0,498.48397204045693,1.0,1.07481,0.0,1.0
-69,-161,0.0,562.0450287688146,1.0,1.07309,0.0,1.0
-69,-159,0.0,563.9405228071142,1.0,1.0936,0.0,1.0
